location,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Sunshine Duration
unit,°F,mm,%,min
level,2 m elevation corrected,sfc,2 m,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Sunshine Duration
20070122T0600,35.20444,0.0,90.64372,0.0
20070122T0700,34.952442,0.0,91.894554,0.0
20070122T0800,35.11444,0.0,91.23539,0.0
20070122T0900,36.08644,0.0,90.88594,1.076432
20070122T1000,37.61644,0.0,88.43752,0.0
20070122T1100,38.930443,0.0,85.07834,1.8181801
20070122T1200,41.000443,0.0,80.24221,3.6363637
20070122T1300,42.188442,0.0,76.79507,0.0
20070122T1400,42.89044,0.0,72.93288,2.4242413
20070122T1500,43.124443,0.0,70.422424,0.0
20070122T1600,42.92644,0.1,70.34791,2.4242413
20070122T1700,41.93644,0.2,73.19653,0.0
20070122T1800,41.14444,0.2,76.02835,0.0
20070122T1900,40.65844,0.3,77.53538,0.0
20070122T2000,40.17244,0.1,79.13277,0.0
20070122T2100,39.686443,0.2,81.76493,0.0
20070122T2200,39.09244,0.3,84.35657,0.0
20070122T2300,39.056442,0.4,85.394516,0.0
20070123T0000,38.840443,0.4,85.87345,0.0
20070123T0100,38.750443,0.5,86.675766,0.0
20070123T0200,38.55244,0.4,86.288635,0.0
20070123T0300,38.354443,0.3,85.902306,0.0
20070123T0400,38.264442,0.2,84.84638,0.0
20070123T0500,37.97644,0.2,84.70262,0.0
20070123T0600,37.598442,0.1,84.00091,0.0
20070123T0700,37.05844,0.1,83.77641,0.0
20070123T0800,36.53644,0.1,83.73607,0.0
20070123T0900,36.12244,0.0,83.21492,9.318518
20070123T1000,35.78044,0.4,83.98456,6.666666
20070123T1100,34.77244,0.4,85.58981,6.060605
20070123T1200,33.908443,0.3,85.78058,4.242425
20070123T1300,33.008442,0.1,84.89437,6.060605
20070123T1400,32.396442,0.2,83.65688,8.48485
20070123T1500,31.838442,0.2,83.86217,6.666666
20070123T1600,31.028442,0.2,83.671844,10.30303
20070123T1700,30.038443,0.3,84.73143,3.0303025
20070123T1800,29.390442,0.3,85.386345,1.1111112
20070123T1900,28.958443,0.3,87.30693,0.0
20070123T2000,28.526442,1.0,89.74519,0.0
20070123T2100,27.914442,0.9,91.41588,0.0
20070123T2200,27.590443,0.7,91.39911,0.0
20070123T2300,27.320442,0.8,91.38508,0.0
20070124T0000,26.79844,0.8,91.42695,0.0
20070124T0100,26.204441,0.8,91.4652,0.0
20070124T0200,25.808441,0.7,91.4444,0.0
20070124T0300,25.304441,0.6,92.32761,0.0
20070124T0400,24.998442,0.6,91.3317,0.0
20070124T0500,24.422441,0.7,92.99191,0.0
20070124T0600,24.134441,0.7,92.62332,0.0
20070124T0700,23.99044,0.7,92.616325,0.0
20070124T0800,24.026442,0.7,91.55964,0.0
20070124T0900,24.098442,0.6,90.169334,0.0
20070124T1000,24.296442,0.5,88.73865,0.0
20070124T1100,24.782442,0.4,86.28334,0.0
20070124T1200,25.304441,0.3,82.619484,0.0
20070124T1300,25.718441,0.2,78.85604,0.0
20070124T1400,25.916443,0.2,78.02684,0.0
20070124T1500,25.970442,0.1,77.37099,0.0
20070124T1600,25.304441,0.1,81.66887,0.0
20070124T1700,25.14244,0.1,80.02828,0.0
20070124T1800,25.14244,0.0,78.67519,0.0
20070124T1900,24.368443,0.0,81.140816,0.0
20070124T2000,22.568441,0.1,83.86686,0.0
20070124T2100,21.956442,0.0,85.80159,0.0
20070124T2200,21.146442,0.0,86.54717,0.0
20070124T2300,19.688442,0.0,91.966774,0.0
20070125T0000,19.238441,0.0,91.72635,0.0
20070125T0100,18.428442,0.0,94.09121,0.0
20070125T0200,17.366442,0.0,93.81999,0.0
20070125T0300,14.6844425,0.0,93.91516,0.0
20070125T0400,14.072441,0.0,91.94565,0.0
20070125T0500,15.620443,0.0,89.8542,0.0
20070125T0600,16.448442,0.0,87.71187,0.0
20070125T0700,17.708443,0.0,86.83288,0.0
20070125T0800,17.420443,0.0,85.985085,0.0
20070125T0900,18.176443,0.0,85.09366,12.485185
20070125T1000,20.048443,0.0,85.5838,10.909091
20070125T1100,23.810442,0.0,84.23251,6.060605
20070125T1200,25.106441,0.0,81.84017,3.0303025
20070125T1300,26.078442,0.0,80.49072,0.6060612
20070125T1400,26.816442,0.0,79.39341,3.0303025
20070125T1500,27.230442,0.0,79.55634,10.909091
20070125T1600,27.140442,0.0,80.7153,21.818182
20070125T1700,26.276442,0.0,80.200294,15.757578
20070125T1800,25.826443,0.0,80.59085,5.163636
20070125T1900,24.692442,0.0,80.79474,0.0
20070125T2000,23.270443,0.0,81.29001,0.0
20070125T2100,20.46244,0.0,83.02865,0.0
20070125T2200,20.516441,0.0,83.69027,0.0
20070125T2300,20.624443,0.0,85.49534,0.0
20070126T0000,22.676441,0.0,85.12617,0.0
20070126T0100,21.776442,0.0,85.186676,0.0
20070126T0200,21.002441,0.0,86.536285,0.0
20070126T0300,21.200441,0.0,87.02619,0.0
20070126T0400,19.778442,0.0,88.3678,0.0
20070126T0500,19.292442,0.0,88.543045,0.0
20070126T0600,18.734442,0.0,88.22563,0.0
20070126T0700,17.834442,0.0,88.863754,0.0
20070126T0800,17.15044,0.0,89.312485,0.0
20070126T0900,18.320442,0.0,89.107796,25.451849
20070126T1000,20.228441,0.0,88.191086,30.90909
20070126T1100,22.478441,0.0,90.84229,29.09091
20070126T1200,23.882442,0.0,81.47415,26.666664
20070126T1300,25.088442,0.0,77.39679,25.454548
20070126T1400,25.250443,0.0,78.44253,18.78788
20070126T1500,26.222443,0.0,66.00851,23.030302
20070126T1600,28.598442,0.0,61.306133,26.666664
20070126T1700,28.148441,0.0,64.089554,34.545456
20070126T1800,26.384441,0.0,70.800705,14.2996645
20070126T1900,24.764442,0.0,73.87946,0.0
20070126T2000,22.298443,0.0,77.52036,0.0
20070126T2100,18.10444,0.0,80.85418,0.0
20070126T2200,16.62844,0.0,79.54398,0.0
20070126T2300,19.328442,0.0,77.00891,0.0
20070127T0000,22.856441,0.0,73.94177,0.0
20070127T0100,24.494442,0.0,75.0716,0.0
20070127T0200,25.556442,0.0,77.02729,0.0
20070127T0300,26.366442,0.2,78.37564,0.0
20070127T0400,26.618443,0.2,79.06881,0.0
20070127T0500,26.51044,0.2,81.841576,0.0
20070127T0600,26.762442,0.2,82.93729,0.0
20070127T0700,26.870441,0.0,84.675674,0.0
20070127T0800,27.230442,0.2,84.63968,0.0
20070127T0900,27.464443,0.2,85.955696,2.951178
20070127T1000,28.27444,0.1,85.10821,6.060605
20070127T1100,29.192442,0.1,83.14378,2.4242413
20070127T1200,30.380442,0.0,81.813446,4.242425
20070127T1300,31.154442,0.0,81.63576,11.515152
20070127T1400,32.19844,0.0,80.93668,22.424244
20070127T1500,33.062443,0.0,80.65279,18.78788
20070127T1600,33.152443,0.0,82.4213,15.151516
20070127T1700,32.77444,0.0,83.62489,12.727271
20070127T1800,31.514442,0.0,85.4803,2.709259
20070127T1900,31.226442,0.0,86.55058,0.0
20070127T2000,30.830442,0.0,87.04169,0.0
20070127T2100,30.61444,0.0,87.35288,0.0
20070127T2200,30.002441,0.0,87.90262,0.0
20070127T2300,31.118443,0.0,86.60768,0.0
20070128T0000,31.802443,0.0,85.75662,0.0
20070128T0100,31.820442,0.0,85.694084,0.0
20070128T0200,31.550442,0.0,85.67444,0.0
20070128T0300,32.450443,0.0,84.6633,0.0
20070128T0400,32.630444,0.0,84.73995,0.0
20070128T0500,32.95444,0.0,84.82738,0.0
20070128T0600,32.55844,0.0,86.57834,0.0
20070128T0700,31.748442,0.0,88.21101,0.0
20070128T0800,31.604443,0.0,88.596016,0.0
20070128T0900,29.678442,0.0,90.080925,10.836364
20070128T1000,33.08044,0.0,86.230515,11.515152
20070128T1100,34.93444,0.0,81.06049,14.545455
20070128T1200,35.924442,0.0,79.84389,17.575756
20070128T1300,36.806442,0.0,79.107445,21.818182
20070128T1400,37.688442,0.0,76.78972,21.212122
20070128T1500,37.994442,0.0,74.76179,27.878788
20070128T1600,37.598442,0.0,76.33058,30.90909
20070128T1700,36.806442,0.0,77.60918,29.09091
20070128T1800,36.014442,0.0,79.61723,6.021044
20070128T1900,35.834442,0.0,81.25906,0.0
20070128T2000,36.014442,0.0,81.87402,0.0
20070128T2100,35.72644,0.0,82.87851,0.0
20070128T2200,35.69044,0.0,83.30263,0.0
20070128T2300,35.94244,0.0,82.47131,0.0
20070129T0000,35.834442,0.0,83.558846,0.0
20070129T0100,35.834442,0.0,83.25298,0.0
20070129T0200,35.258442,0.0,84.811775,0.0
20070129T0300,35.02444,0.0,84.7944,0.0
20070129T0400,34.80844,0.0,85.59239,0.0
20070129T0500,34.59244,0.0,86.14504,0.0
20070129T0600,34.034443,0.0,86.806625,0.0
20070129T0700,34.26844,0.0,85.99585,0.0
20070129T0800,34.10644,0.0,85.47906,0.07777777
20070129T0900,34.340443,0.0,85.11892,9.696969
20070129T1000,35.582443,0.0,82.68432,5.454544
20070129T1100,37.958443,0.0,78.984146,15.757578
20070129T1200,39.686443,0.0,76.48854,15.151516
20070129T1300,41.180443,0.0,74.667755,11.515152
20070129T1400,42.06244,0.0,74.0627,15.151516
20070129T1500,43.250443,0.0,73.18338,13.333332
20070129T1600,43.17844,0.0,74.23622,10.30303
20070129T1700,41.972443,0.0,76.939644,13.939394
20070129T1800,39.09244,0.0,83.56849,5.5454555
20070129T1900,35.96044,0.0,87.50666,0.0
20070129T2000,35.07844,0.0,89.06385,0.0
20070129T2100,34.700443,0.0,89.89264,0.0
20070129T2200,34.41244,0.0,90.00862,0.0
20070129T2300,33.13444,0.0,91.07089,0.0
20070130T0000,32.882442,0.0,91.25945,0.0
20070130T0100,32.43244,0.0,91.776665,0.0
20070130T0200,32.34244,0.0,91.772354,0.0
20070130T0300,31.964441,0.0,92.43408,0.0
20070130T0400,31.712442,0.0,92.422676,0.0
20070130T0500,31.028442,0.0,92.52852,0.0
20070130T0600,30.722443,0.0,92.17194,0.0
20070130T0700,30.434443,0.0,92.22693,0.0
20070130T0800,29.714441,0.0,92.261795,0.0
20070130T0900,31.100441,0.0,91.91671,4.8484864
20070130T1000,33.80044,0.0,90.97076,20.60606
20070130T1100,35.348442,0.0,89.33961,24.242424
20070130T1200,38.49844,0.0,85.72622,26.060608
20070130T1300,41.14444,0.0,80.31258,30.303032
20070130T1400,43.124443,0.0,75.25092,34.545456
20070130T1500,44.24044,0.0,72.04104,29.09091
20070130T1600,44.06044,0.0,74.59681,35.151512
20070130T1700,41.126442,0.0,77.245476,36.36364
20070130T1800,39.47044,0.0,80.3393,21.651854
20070130T1900,35.528442,0.0,85.330505,0.0
20070130T2000,32.99044,0.0,88.484,0.0
20070130T2100,31.820442,0.0,89.46757,0.0
20070130T2200,30.956442,0.0,89.617355,0.0
20070130T2300,30.434443,0.0,90.39225,0.0
20070131T0000,30.038443,0.0,89.69824,0.0
20070131T0100,29.840443,0.0,89.68683,0.0
20070131T0200,29.228441,0.0,90.73284,0.0
20070131T0300,29.228441,0.0,92.86124,0.0
20070131T0400,28.994442,0.0,93.89744,0.0
20070131T0500,28.760443,0.0,93.18828,0.0
20070131T0600,28.814442,0.0,93.5398,0.0
20070131T0700,29.120441,0.0,93.622536,0.0
20070131T0800,29.570442,0.0,92.87652,0.43602702
20070131T0900,30.12844,0.0,91.52835,9.090908
20070131T1000,31.172441,0.0,92.32968,9.090908
20070131T1100,32.126442,0.0,92.78274,32.121212
20070131T1200,34.41244,0.0,89.61418,44.242424
20070131T1300,35.96044,0.0,87.25183,47.272724
20070131T1400,37.18444,0.0,85.44856,43.0303
20070131T1500,38.40844,0.0,83.093094,48.484848
20070131T1600,38.40844,0.0,84.062126,54.545452
20070131T1700,39.07444,0.0,81.53653,52.121212
20070131T1800,37.598442,0.0,86.60036,25.290236
20070131T1900,34.484444,0.0,89.74946,0.0
20070131T2000,32.19844,0.0,93.47171,0.0
20070131T2100,35.63644,0.0,87.61395,0.0
20070131T2200,34.75444,0.0,88.52544,0.0
20070131T2300,33.53044,0.0,90.29179,0.0
20070201T0000,33.188442,0.0,91.34168,0.0
20070201T0100,33.368443,0.0,91.9558,0.0
20070201T0200,34.23244,0.0,91.5932,0.0
20070201T0300,33.980442,0.0,92.456085,0.0
20070201T0400,33.152443,0.0,93.30478,0.0
20070201T0500,33.78244,0.0,94.49634,0.0
20070201T0600,33.87244,0.0,94.224144,0.0
20070201T0700,34.304443,0.0,93.0795,0.0
20070201T0800,34.77244,0.2,91.95326,0.08922568
20070201T0900,35.006443,0.1,92.50089,4.242425
20070201T1000,35.888443,0.0,92.20414,2.4242413
20070201T1100,37.22044,0.0,90.48332,1.8181801
20070201T1200,38.318443,0.0,88.03346,2.4242413
20070201T1300,39.74044,0.0,85.135666,2.4242413
20070201T1400,40.388443,0.0,83.84765,3.6363637
20070201T1500,41.50444,0.0,81.79732,7.2727275
20070201T1600,41.63044,0.0,83.46207,11.515152
20070201T1700,41.41444,0.0,86.2916,12.727271
20070201T1800,39.09244,0.0,89.60897,8.434681
20070201T1900,38.89444,0.0,90.631836,0.0
20070201T2000,36.410442,0.0,93.03032,0.0
20070201T2100,36.35644,0.0,93.634766,0.0
20070201T2200,35.528442,0.0,94.215515,0.0
20070201T2300,35.47444,0.0,93.8049,0.0
20070202T0000,35.69044,0.0,92.86638,0.0
20070202T0100,34.790443,0.0,92.89642,0.0
20070202T0200,35.186443,0.0,92.84542,0.0
20070202T0300,34.250443,0.0,92.87378,0.0
20070202T0400,34.41244,0.0,92.475044,0.0
20070202T0500,33.854443,0.0,92.04562,0.0
20070202T0600,33.854443,0.0,91.50817,0.0
20070202T0700,32.95444,0.0,90.92792,0.0
20070202T0800,33.22444,0.0,90.541405,0.81313145
20070202T0900,34.44844,0.0,89.48508,18.18182
20070202T1000,36.69844,0.0,90.326,38.78788
20070202T1100,38.98444,0.0,86.56626,33.939392
20070202T1200,40.874443,0.0,83.16575,27.878788
20070202T1300,42.494442,0.0,79.11772,29.09091
20070202T1400,44.24044,0.0,76.01465,29.69697
20070202T1500,45.410442,0.0,75.96981,24.242424
20070202T1600,45.69844,0.0,76.919525,23.030302
20070202T1700,42.53044,0.0,88.34145,27.272726
20070202T1800,43.14244,0.0,84.58877,14.2899
20070202T1900,42.60244,0.0,86.67475,0.0
20070202T2000,41.054443,0.0,88.88714,0.0
20070202T2100,38.930443,0.0,93.529526,0.0
20070202T2200,39.12844,0.0,93.004745,0.0
20070202T2300,40.78444,0.0,86.4354,0.0
20070203T0000,39.30844,0.0,91.43272,0.0
20070203T0100,40.244442,0.0,90.182304,0.0
20070203T0200,40.44244,0.0,91.22433,0.0
20070203T0300,40.49644,0.0,91.87698,0.0
20070203T0400,40.082443,0.0,93.30639,0.0
20070203T0500,40.78444,0.0,92.28098,0.0
20070203T0600,40.96444,0.0,92.61562,0.0
20070203T0700,40.89244,0.0,94.39801,0.0
20070203T0800,40.29844,0.0,94.780525,0.35606053
20070203T0900,39.92044,0.0,94.09879,9.696969
20070203T1000,41.28844,0.0,89.91507,6.060605
20070203T1100,42.53044,0.0,82.81968,10.30303
20070203T1200,44.33044,0.0,74.14645,19.999998
20070203T1300,45.95044,0.0,67.19799,50.303032
20070203T1400,46.526443,0.0,63.694183,54.545452
20070203T1500,46.688442,0.0,62.53222,57.575756
20070203T1600,46.18444,0.0,62.734207,56.363636
20070203T1700,44.00644,0.0,67.04744,56.9697
20070203T1800,40.730442,0.0,75.382065,28.115488
20070203T1900,39.02044,0.0,78.796326,0.0
20070203T2000,37.85044,0.0,80.195045,0.0
20070203T2100,36.48244,0.0,81.67379,0.0
20070203T2200,35.65444,0.0,81.7833,0.0
20070203T2300,34.520443,0.0,82.90236,0.0
20070204T0000,34.034443,0.0,83.41609,0.0
20070204T0100,33.56644,0.0,84.372444,0.0
20070204T0200,32.91844,0.0,85.01365,0.0
20070204T0300,32.95444,0.0,86.34947,0.0
20070204T0400,32.306442,0.0,87.52953,0.0
20070204T0500,31.568441,0.0,87.93785,0.0
20070204T0600,31.262442,0.0,89.16983,0.0
20070204T0700,30.218441,0.0,90.111176,0.0
20070204T0800,30.416443,0.0,90.323944,6.1693597
20070204T0900,33.008442,0.0,89.86589,43.636364
20070204T1000,37.31044,0.0,84.962105,41.21212
20070204T1100,40.49644,0.0,79.62124,52.121212
20070204T1200,43.160442,0.0,74.07431,56.363636
20070204T1300,45.53644,0.0,68.51104,59.393936
20070204T1400,47.444443,0.0,63.772377,60.0
20070204T1500,48.758442,0.0,60.518276,60.0
20070204T1600,48.57844,0.0,61.89868,60.0
20070204T1700,46.97644,0.0,61.764385,60.0
20070204T1800,42.31444,0.0,71.199005,36.783333
20070204T1900,38.78644,0.0,78.31646,0.0
20070204T2000,36.950443,0.0,82.192924,0.0
20070204T2100,35.36644,0.0,82.849236,0.0
20070204T2200,33.008442,0.0,85.71624,0.0
20070204T2300,32.37844,0.0,86.37343,0.0
20070205T0000,31.550442,0.0,87.09034,0.0
20070205T0100,30.81244,0.0,89.742584,0.0
20070205T0200,30.12844,0.0,90.17343,0.0
20070205T0300,30.380442,0.0,90.05304,0.0
20070205T0400,30.416443,0.0,90.66103,0.0
20070205T0500,30.704441,0.0,90.81138,0.0
20070205T0600,30.704441,0.0,91.0142,0.0
20070205T0700,30.794441,0.0,91.28981,0.0
20070205T0800,31.226442,0.0,91.37932,7.310202
20070205T0900,33.674442,0.0,88.46039,43.272728
20070205T1000,38.048443,0.0,84.15697,44.0
20070205T1100,40.730442,0.0,79.87236,45.454544
20070205T1200,44.02444,0.0,73.47901,47.63636
20070205T1300,46.49044,0.0,70.11413,48.18182
20070205T1400,47.73244,0.0,68.09757,42.424244
20070205T1500,47.67844,0.0,68.62599,38.78788
20070205T1600,47.21044,0.0,69.80056,25.454548
20070205T1700,45.24844,0.0,75.738,20.60606
20070205T1800,43.21444,0.0,79.52265,13.957577
20070205T1900,42.53044,0.0,81.06734,0.0
20070205T2000,42.42244,0.3,82.57563,0.0
20070205T2100,43.304443,0.5,82.29344,0.0
20070205T2200,43.39444,0.8,82.30056,0.0
20070205T2300,44.38444,0.9,84.61642,0.0
20070206T0000,43.952442,0.8,86.75913,0.0
20070206T0100,43.070442,0.8,90.258026,0.0
20070206T0200,42.44044,0.7,92.6737,0.0
20070206T0300,41.612442,0.7,93.824524,0.0
20070206T0400,40.694443,0.6,95.53213,0.0
20070206T0500,40.028442,0.6,95.446014,0.0
20070206T0600,39.56044,0.5,95.29735,0.0
20070206T0700,39.02044,0.4,95.01065,0.0
20070206T0800,38.51644,0.3,95.06295,0.6818182
20070206T0900,38.24644,0.2,95.19055,3.0303025
20070206T1000,38.24644,0.2,93.9736,3.6363637
20070206T1100,38.64244,0.2,92.52134,3.6363637
20070206T1200,38.82244,0.2,89.14563,4.8484864
20070206T1300,39.48844,0.2,83.900696,9.090908
20070206T1400,39.416443,0.2,83.89529,8.48485
20070206T1500,39.236443,0.2,85.71507,6.666666
20070206T1600,39.30844,0.0,85.72001,12.121214
20070206T1700,39.02044,0.0,86.818146,25.454548
20070206T1800,36.93244,0.0,90.20747,21.799997
20070206T1900,36.860443,0.0,90.596,0.0
20070206T2000,35.042442,0.0,92.09954,0.0
20070206T2100,35.402443,0.0,92.65243,0.0
20070206T2200,35.186443,0.0,92.84542,0.0
20070206T2300,34.53844,0.0,92.00964,0.0
20070207T0000,35.81644,0.0,92.4017,0.0
20070207T0100,36.24844,0.0,92.0866,0.0
20070207T0200,35.834442,0.0,91.27016,0.0
20070207T0300,36.500443,0.0,91.83184,0.0
20070207T0400,37.14844,0.0,91.200966,0.0
20070207T0500,37.40044,0.0,91.74014,0.0
20070207T0600,37.652443,0.0,91.68555,0.0
20070207T0700,37.508442,0.0,92.20833,0.0
20070207T0800,37.67044,0.0,92.21532,0.1284513
20070207T0900,38.318443,0.0,92.64054,0.6060612
20070207T1000,39.452442,0.1,91.96268,0.0
20070207T1100,39.902443,0.2,92.90265,4.242425
20070207T1200,40.49644,0.3,92.33454,4.8484864
20070207T1300,41.054443,0.3,92.48825,6.060605
20070207T1400,42.69244,0.2,86.61909,3.0303025
20070207T1500,42.332443,0.5,89.0198,6.666666
20070207T1600,43.03444,0.6,86.640656,16.969696
20070207T1700,42.764442,0.0,86.74628,35.757576
20070207T1800,40.76644,0.0,91.23914,14.269697
20070207T1900,38.480442,0.1,93.98189,0.0
20070207T2000,38.94844,0.1,93.931335,0.0
20070207T2100,40.15444,0.2,93.1106,0.0
20070207T2200,40.74844,0.4,92.08347,0.0
20070207T2300,42.098442,0.3,89.82897,0.0
20070208T0000,41.93644,0.3,89.3139,0.0
20070208T0100,42.22444,0.1,88.13682,0.0
20070208T0200,43.124443,0.0,88.87433,0.0
20070208T0300,43.52044,0.0,90.21647,0.0
20070208T0400,42.99844,0.0,91.019104,0.0
20070208T0500,42.44044,0.0,90.41834,0.0
20070208T0600,40.85644,0.0,91.30799,0.0
20070208T0700,41.486443,0.0,89.290016,0.0
20070208T0800,41.46844,0.1,89.479195,0.14326614
20070208T0900,41.10844,0.4,89.58738,7.878789
20070208T1000,41.792442,0.7,87.79998,3.0303025
20070208T1100,42.92644,1.4,83.85667,1.2121224
20070208T1200,43.97044,1.4,85.7281,0.0
20070208T1300,45.95044,0.4,83.43062,4.8484864
20070208T1400,46.58044,0.0,81.11634,24.848484
20070208T1500,48.12844,0.0,76.29223,51.51515
20070208T1600,48.30844,0.0,73.36768,46.060608
20070208T1700,47.98444,0.0,71.03951,0.0
20070208T1800,46.92244,0.2,73.2186,0.0
20070208T1900,46.526443,0.3,74.063065,0.0
20070208T2000,45.69844,1.4,78.957954,0.0
20070208T2100,44.38444,1.7,83.54976,0.0
20070208T2200,42.368443,0.9,88.3323,0.0
20070208T2300,42.11644,0.3,89.639656,0.0
20070209T0000,42.026443,0.1,85.35531,0.0
20070209T0100,41.50444,0.1,84.110825,0.0
20070209T0200,40.92844,0.1,85.46275,0.0
20070209T0300,40.40644,0.0,87.279976,0.0
20070209T0400,39.596443,0.0,87.85725,0.0
20070209T0500,39.39844,0.0,87.65653,0.0
20070209T0600,37.54444,0.0,89.332146,0.0
20070209T0700,38.264442,0.0,88.41166,0.0
20070209T0800,39.00244,0.0,87.88464,12.488384
20070209T0900,38.30044,0.0,89.11674,52.727272
20070209T1000,40.74844,0.0,86.186455,54.545452
20070209T1100,44.67244,0.0,76.32931,55.757576
20070209T1200,47.28244,0.0,69.31424,57.090908
20070209T1300,49.31644,0.0,66.10337,53.272724
20070209T1400,50.34244,0.0,63.345512,50.727276
20070209T1500,51.008442,0.0,60.189693,45.272724
20070209T1600,50.59444,0.0,61.42977,42.363636
20070209T1700,50.234444,0.0,57.18231,41.81818
20070209T1800,48.470444,0.0,63.318817,31.142927
20070209T1900,44.49244,0.0,75.338234,0.0
20070209T2000,41.75644,0.0,82.64112,0.0
20070209T2100,41.57644,0.0,83.27928,0.0
20070209T2200,39.38044,0.0,84.92661,0.0
20070209T2300,38.91244,0.0,86.99883,0.0
20070210T0000,37.45444,0.0,88.684105,0.0
20070210T0100,37.202442,0.0,88.86221,0.0
20070210T0200,37.27444,0.0,87.97052,0.0
20070210T0300,38.06644,0.0,87.51165,0.0
20070210T0400,38.12044,0.0,87.451866,0.0
20070210T0500,37.85044,0.0,86.36659,0.0
20070210T0600,38.33644,0.0,86.08747,0.0
20070210T0700,38.192444,0.0,86.9528,0.0
20070210T0800,39.18244,0.0,86.392586,7.2898993
20070210T0900,39.66844,0.0,86.30053,6.060605
20070210T1000,42.13444,0.0,83.91756,0.0
20070210T1100,42.72844,0.1,84.200066,0.0
20070210T1200,43.610443,0.1,84.32324,0.0
20070210T1300,44.36644,0.1,80.5331,0.6060612
20070210T1400,44.81644,0.1,82.586754,1.2121224
20070210T1500,44.45644,0.2,86.91219,1.8181801
20070210T1600,44.348442,0.2,87.02771,0.0
20070210T1700,43.93444,0.3,87.80125,0.0
20070210T1800,43.41244,0.3,89.642815,1.4025239
20070210T1900,42.87244,0.3,92.43068,0.0
20070210T2000,42.944443,0.3,92.88842,0.0
20070210T2100,43.05244,0.2,92.82741,0.0
20070210T2200,43.53844,0.1,91.61942,0.0
20070210T2300,43.82644,0.0,89.412636,0.0
20070211T0000,43.53844,0.0,89.775185,0.0
20070211T0100,43.71844,0.0,88.47021,0.0
20070211T0200,44.222443,0.0,86.2286,0.0
20070211T0300,44.276443,0.0,85.8086,0.0
20070211T0400,43.93444,0.0,86.08881,0.0
20070211T0500,43.17844,0.0,86.833435,0.0
20070211T0600,42.87244,0.0,85.95892,0.0
20070211T0700,43.48444,0.0,83.187675,0.0
20070211T0800,43.70044,0.3,80.82006,0.0
20070211T0900,44.096443,1.1,80.85339,1.8181801
20070211T1000,44.79844,1.6,84.111336,3.0303025
20070211T1100,47.37244,0.3,79.83037,14.545455
20070211T1200,48.86644,0.1,77.0604,15.151516
20070211T1300,48.50644,0.6,76.54299,18.78788
20070211T1400,49.10044,0.6,76.707146,21.818182
20070211T1500,49.694443,0.5,76.0194,19.393942
20070211T1600,49.40644,0.8,76.30981,18.78788
20070211T1700,48.61444,0.9,78.50202,31.51515
20070211T1800,48.38044,0.4,80.25111,2.90101
20070211T1900,48.776443,0.5,80.17277,0.0
20070211T2000,49.47844,0.4,77.602554,0.0
20070211T2100,49.83844,0.2,75.92767,0.0
20070211T2200,49.874443,0.0,74.2565,0.0
20070211T2300,49.46044,0.0,72.67127,0.0
20070212T0000,49.96444,0.1,70.221794,0.0
20070212T0100,49.64044,0.3,71.12763,0.0
20070212T0200,49.15444,0.2,72.995705,0.0
20070212T0300,48.00244,0.0,75.428024,0.0
20070212T0400,46.81444,0.0,79.89431,0.0
20070212T0500,46.292442,0.0,82.52649,0.0
20070212T0600,46.166443,0.2,85.333664,0.0
20070212T0700,46.166443,0.3,86.71321,0.0
20070212T0800,46.70644,1.4,87.71527,0.0
20070212T0900,47.624443,0.1,89.172035,0.0
20070212T1000,49.28044,0.8,88.52446,6.060605
20070212T1100,51.098442,0.2,85.24367,5.454544
20070212T1200,51.818443,0.0,82.71261,7.878789
20070212T1300,51.584442,0.2,79.58165,5.454544
20070212T1400,50.55844,0.2,78.349594,15.757578
20070212T1500,49.19044,0.1,78.00912,29.69697
20070212T1600,47.930443,0.0,78.49524,42.0
20070212T1700,47.73244,0.0,76.41432,43.090904
20070212T1800,46.598442,0.0,75.87352,36.46313
20070212T1900,46.45444,0.0,73.89813,0.0
20070212T2000,46.27444,0.0,74.77489,0.0
20070212T2100,45.82444,0.1,75.527794,0.0
20070212T2200,45.64444,0.4,76.155045,0.0
20070212T2300,45.21244,0.5,81.28982,0.0
20070213T0000,44.438442,0.3,84.144745,0.0
20070213T0100,43.68244,0.2,85.76955,0.0
20070213T0200,43.556442,0.4,85.338455,0.0
20070213T0300,43.39444,1.0,82.88648,0.0
20070213T0400,43.44844,1.1,82.42171,0.0
20070213T0500,43.41244,1.0,82.535904,0.0
20070213T0600,42.96244,1.1,85.54003,0.0
20070213T0700,43.21444,0.6,86.83568,0.0
20070213T0800,43.17844,0.3,87.14042,3.1063979
20070213T0900,43.44844,0.3,85.51219,3.6363637
20070213T1000,44.15044,0.2,85.258354,0.6060612
20070213T1100,44.834442,0.2,83.9366,6.666666
